snapped_at,price,market_cap,total_volume
2014-03-29 00:00:00 UTC,0.205325,347148.0,4040.0
2014-03-30 00:00:00 UTC,0.181603,307519.0,1903.0
2014-03-31 00:00:00 UTC,0.184266,312364.0,1551.0
2014-04-01 00:00:00 UTC,0.195311,331443.0,884.0
2014-04-02 00:00:00 UTC,0.174198,295966.0,2087.0
2014-04-03 00:00:00 UTC,0.169588,288525.0,1773.0
2014-04-04 00:00:00 UTC,0.165375,281725.0,600.0
2014-04-05 00:00:00 UTC,0.167126,285038.0,355.0
2014-04-06 00:00:00 UTC,0.173572,296332.0,2200.0
2014-04-07 00:00:00 UTC,0.166167,284029.0,658.0
2014-04-08 00:00:00 UTC,0.166206,284441.0,935.0
2014-04-09 00:00:00 UTC,0.155157,265861.0,301.0
2014-04-10 00:00:00 UTC,0.12931,221801.0,778.0
