prices,times
9.41113843799999,2014-06-19 00:00:00 UTC
9.358272300000015,2014-06-20 00:00:00 UTC
9.749296746108698,2014-06-21 00:00:00 UTC
9.701863382319663,2014-06-22 00:00:00 UTC
9.614711491876344,2014-06-23 00:00:00 UTC
9.566429514437909,2014-06-24 00:00:00 UTC
9.103889987079864,2014-06-25 00:00:00 UTC
9.047097184137716,2014-06-26 00:00:00 UTC
9.217859463278216,2014-06-27 00:00:00 UTC
9.1481764270214,2014-06-28 00:00:00 UTC
8.920234768686345,2014-06-29 00:00:00 UTC
8.895011456889039,2014-06-30 00:00:00 UTC
8.236869846583613,2014-07-01 00:00:00 UTC
8.126165500102541,2014-07-02 00:00:00 UTC
7.995147924292301,2014-07-03 00:00:00 UTC
7.268498725679715,2014-07-04 00:00:00 UTC
7.2672244732985565,2014-07-05 00:00:00 UTC
7.109465309175415,2014-07-06 00:00:00 UTC
7.560738376561862,2014-07-07 00:00:00 UTC
7.729942236407441,2014-07-08 00:00:00 UTC
7.749912706248777,2014-07-09 00:00:00 UTC
7.769068215731031,2014-07-10 00:00:00 UTC
7.830994977768184,2014-07-11 00:00:00 UTC
8.688737399971423,2014-07-12 00:00:00 UTC
8.969050191173821,2014-07-13 00:00:00 UTC
8.680264279365904,2014-07-14 00:00:00 UTC
8.685364496259634,2014-07-15 00:00:00 UTC
8.345246285033383,2014-07-16 00:00:00 UTC
8.759140138617838,2014-07-17 00:00:00 UTC
8.812003973291668,2014-07-18 00:00:00 UTC
8.726343761843966,2014-07-19 00:00:00 UTC
8.53891246789657,2014-07-20 00:00:00 UTC
8.573402832153207,2014-07-21 00:00:00 UTC
8.55209250610855,2014-07-22 00:00:00 UTC
8.440667620796969,2014-07-23 00:00:00 UTC
7.771812415468091,2014-07-24 00:00:00 UTC
7.80636749004197,2014-07-25 00:00:00 UTC
7.589915761983733,2014-07-26 00:00:00 UTC
7.722428678677151,2014-07-27 00:00:00 UTC
7.5859300525019595,2014-07-28 00:00:00 UTC
7.637287400421123,2014-07-29 00:00:00 UTC
7.220279720644803,2014-07-30 00:00:00 UTC
7.537792233121928,2014-07-31 00:00:00 UTC
7.671127011165497,2014-08-01 00:00:00 UTC
7.631315321720152,2014-08-02 00:00:00 UTC
7.5339073980109825,2014-08-03 00:00:00 UTC
7.392554063624607,2014-08-04 00:00:00 UTC
7.1993111088876365,2014-08-05 00:00:00 UTC
7.1706457804657635,2014-08-06 00:00:00 UTC
7.160688626880527,2014-08-07 00:00:00 UTC
7.037028498184902,2014-08-08 00:00:00 UTC
6.932918396261308,2014-08-09 00:00:00 UTC
6.918088196404195,2014-08-10 00:00:00 UTC
6.0418347943933295,2014-08-11 00:00:00 UTC
5.642936833303026,2014-08-12 00:00:00 UTC
5.038015359502454,2014-08-13 00:00:00 UTC
5.050564734611168,2014-08-14 00:00:00 UTC
5.034087355735885,2014-08-15 00:00:00 UTC
4.970067204128989,2014-08-16 00:00:00 UTC
4.367023459310009,2014-08-17 00:00:00 UTC
3.7185918774774778,2014-08-18 00:00:00 UTC
4.7055149830242415,2014-08-19 00:00:00 UTC
5.475164203669231,2014-08-20 00:00:00 UTC
5.787743297528506,2014-08-21 00:00:00 UTC
5.269170782296325,2014-08-22 00:00:00 UTC
4.895423720448433,2014-08-23 00:00:00 UTC
5.456499127906145,2014-08-24 00:00:00 UTC
5.211276409788669,2014-08-25 00:00:00 UTC
5.548003215451024,2014-08-26 00:00:00 UTC
5.388489395137956,2014-08-27 00:00:00 UTC
5.248354123092779,2014-08-28 00:00:00 UTC
5.360667996771178,2014-08-29 00:00:00 UTC
5.189411153336065,2014-08-30 00:00:00 UTC
4.834930211558615,2014-08-31 00:00:00 UTC
4.721260076916684,2014-09-01 00:00:00 UTC
4.8061714985623585,2014-09-02 00:00:00 UTC
4.8582523021308806,2014-09-03 00:00:00 UTC
5.175037349055228,2014-09-04 00:00:00 UTC
4.954738628260466,2014-09-05 00:00:00 UTC
4.974189957850004,2014-09-06 00:00:00 UTC
5.143881701077742,2014-09-07 00:00:00 UTC
5.06280572606434,2014-09-08 00:00:00 UTC
5.044178932175719,2014-09-09 00:00:00 UTC
5.331313783853783,2014-09-10 00:00:00 UTC
5.445544496460283,2014-09-11 00:00:00 UTC
5.344347446027985,2014-09-12 00:00:00 UTC
5.432238805683564,2014-09-13 00:00:00 UTC
5.384470852897048,2014-09-14 00:00:00 UTC
5.141209161927798,2014-09-15 00:00:00 UTC
5.050426533849731,2014-09-16 00:00:00 UTC
5.022836737906553,2014-09-17 00:00:00 UTC
4.6805374229614864,2014-09-18 00:00:00 UTC
4.316283058941864,2014-09-19 00:00:00 UTC
4.264892017807023,2014-09-20 00:00:00 UTC
4.206360699007146,2014-09-21 00:00:00 UTC
4.2137223402855755,2014-09-22 00:00:00 UTC
4.7407570839585045,2014-09-23 00:00:00 UTC
4.645902698906885,2014-09-24 00:00:00 UTC
4.485249223011216,2014-09-25 00:00:00 UTC
4.431805586726203,2014-09-26 00:00:00 UTC
4.412835524788424,2014-09-27 00:00:00 UTC
4.216148223156602,2014-09-28 00:00:00 UTC
4.210592770179951,2014-09-29 00:00:00 UTC
4.489471627103557,2014-09-30 00:00:00 UTC
4.410904191893752,2014-10-01 00:00:00 UTC
4.280335490749786,2014-10-02 00:00:00 UTC
4.130633460637476,2014-10-03 00:00:00 UTC
3.865184753155527,2014-10-04 00:00:00 UTC
3.7209231749029987,2014-10-05 00:00:00 UTC
3.779169800246203,2014-10-06 00:00:00 UTC
3.8125114066652763,2014-10-07 00:00:00 UTC
3.923539190900804,2014-10-08 00:00:00 UTC
3.845545320383482,2014-10-09 00:00:00 UTC
3.755808454693535,2014-10-10 00:00:00 UTC
3.75015824026884,2014-10-11 00:00:00 UTC
3.865341767039541,2014-10-12 00:00:00 UTC
3.856464429477677,2014-10-13 00:00:00 UTC
4.0678850193644305,2014-10-14 00:00:00 UTC
4.024622915922881,2014-10-15 00:00:00 UTC
3.9632783429592435,2014-10-16 00:00:00 UTC
3.9766518411123686,2014-10-17 00:00:00 UTC
4.033362550459721,2014-10-18 00:00:00 UTC
3.980700569406636,2014-10-19 00:00:00 UTC
3.8874297186300386,2014-10-20 00:00:00 UTC
3.925398452756403,2014-10-21 00:00:00 UTC
3.8332039932848216,2014-10-22 00:00:00 UTC
3.7158304475244237,2014-10-23 00:00:00 UTC
3.7232367745643233,2014-10-24 00:00:00 UTC
3.6625724339622336,2014-10-25 00:00:00 UTC
